q1,q2,q3,U_kin,U_pot,time
0.010000,0.005000,-0.005000,0.000000,0.006241,0.000000
0.009998,0.004998,-0.004997,0.000005,0.006236,0.000100
0.009994,0.004992,-0.004988,0.000019,0.006222,0.000200
0.009986,0.004982,-0.004973,0.000043,0.006198,0.000300
0.009976,0.004968,-0.004952,0.000076,0.006165,0.000400
0.009962,0.004950,-0.004925,0.000118,0.006123,0.000500
0.009946,0.004928,-0.004892,0.000169,0.006072,0.000600
0.009926,0.004903,-0.004853,0.000229,0.006012,0.000700
0.009904,0.004873,-0.004808,0.000298,0.005943,0.000800
0.009878,0.004840,-0.004758,0.000375,0.005867,0.000900
0.009849,0.004803,-0.004701,0.000459,0.005782,0.001000
0.009817,0.004763,-0.004639,0.000552,0.005689,0.001100
0.009783,0.004719,-0.004572,0.000651,0.005590,0.001200
0.009745,0.004671,-0.004498,0.000758,0.005483,0.001300
0.009704,0.004621,-0.004419,0.000870,0.005371,0.001400
0.009660,0.004567,-0.004335,0.000989,0.005252,0.001500
0.009613,0.004510,-0.004245,0.001113,0.005128,0.001600
0.009563,0.004450,-0.004150,0.001242,0.004999,0.001700
0.009510,0.004388,-0.004050,0.001376,0.004865,0.001800
0.009454,0.004323,-0.003945,0.001513,0.004727,0.001900
0.009394,0.004255,-0.003835,0.001654,0.004586,0.002000
0.009332,0.004185,-0.003720,0.001798,0.004443,0.002100
0.009266,0.004113,-0.003600,0.001945,0.004296,0.002200
0.009198,0.004038,-0.003476,0.002093,0.004148,0.002300
0.009126,0.003962,-0.003347,0.002242,0.003998,0.002400
0.009051,0.003884,-0.003213,0.002393,0.003848,0.002500
0.008973,0.003804,-0.003076,0.002543,0.003697,0.002600
0.008892,0.003724,-0.002934,0.002694,0.003547,0.002700
0.008808,0.003641,-0.002788,0.002844,0.003397,0.002800
0.008721,0.003558,-0.002638,0.002993,0.003248,0.002900
0.008630,0.003474,-0.002485,0.003140,0.003100,0.003000
0.008537,0.003390,-0.002328,0.003286,0.002955,0.003100
0.008440,0.003305,-0.002167,0.003429,0.002812,0.003200
0.008340,0.003219,-0.002004,0.003569,0.002671,0.003300
0.008238,0.003134,-0.001837,0.003706,0.002534,0.003400
0.008132,0.003049,-0.001667,0.003840,0.002400,0.003500
0.008023,0.002964,-0.001494,0.003970,0.002270,0.003600
0.007911,0.002879,-0.001319,0.004096,0.002144,0.003700
0.007796,0.002795,-0.001141,0.004218,0.002022,0.003800
0.007678,0.002712,-0.000960,0.004336,0.001905,0.003900
0.007557,0.002631,-0.000778,0.004449,0.001792,0.004000
0.007433,0.002550,-0.000593,0.004557,0.001684,0.004100
0.007306,0.002470,-0.000407,0.004660,0.001581,0.004200
0.007176,0.002393,-0.000219,0.004757,0.001483,0.004300
0.007043,0.002317,-0.000029,0.004850,0.001390,0.004400
0.006908,0.002243,0.000162,0.004938,0.001303,0.004500
0.006769,0.002171,0.000355,0.005020,0.001221,0.004600
0.006628,0.002101,0.000548,0.005096,0.001144,0.004700
0.006484,0.002033,0.000743,0.005168,0.001072,0.004800
0.006338,0.001968,0.000938,0.005234,0.001006,0.004900
0.006189,0.001906,0.001134,0.005295,0.000945,0.005000
0.006037,0.001847,0.001330,0.005350,0.000890,0.005100
0.005883,0.001790,0.001527,0.005401,0.000840,0.005200
0.005726,0.001737,0.001724,0.005446,0.000794,0.005300
0.005567,0.001687,0.001920,0.005486,0.000754,0.005400
0.005405,0.001640,0.002117,0.005521,0.000719,0.005500
0.005242,0.001597,0.002313,0.005551,0.000689,0.005600
0.005076,0.001557,0.002509,0.005577,0.000664,0.005700
0.004908,0.001520,0.002705,0.005597,0.000643,0.005800
0.004738,0.001487,0.002899,0.005613,0.000627,0.005900
0.004565,0.001458,0.003093,0.005625,0.000615,0.006000
0.004392,0.001433,0.003286,0.005632,0.000608,0.006100
0.004216,0.001412,0.003478,0.005635,0.000606,0.006200
0.004038,0.001395,0.003668,0.005633,0.000607,0.006300
0.003859,0.001381,0.003857,0.005628,0.000613,0.006400
0.003679,0.001372,0.004045,0.005618,0.000623,0.006500
0.003497,0.001366,0.004231,0.005604,0.000637,0.006600
0.003314,0.001365,0.004415,0.005586,0.000654,0.006700
0.003130,0.001367,0.004598,0.005564,0.000676,0.006800
0.002944,0.001374,0.004778,0.005539,0.000702,0.006900
0.002758,0.001384,0.004957,0.005509,0.000731,0.007000
0.002571,0.001399,0.005133,0.005476,0.000765,0.007100
0.002383,0.001417,0.005307,0.005438,0.000802,0.007200
0.002194,0.001439,0.005479,0.005397,0.000843,0.007300
0.002006,0.001466,0.005648,0.005353,0.000888,0.007400
0.001816,0.001496,0.005815,0.005304,0.000937,0.007500
0.001627,0.001529,0.005979,0.005251,0.000989,0.007600
0.001437,0.001567,0.006140,0.005195,0.001045,0.007700
0.001248,0.001607,0.006299,0.005135,0.001105,0.007800
0.001059,0.001652,0.006455,0.005071,0.001169,0.007900
0.000870,0.001700,0.006608,0.005003,0.001237,0.008000
0.000682,0.001751,0.006758,0.004931,0.001309,0.008100
0.000494,0.001805,0.006905,0.004856,0.001384,0.008200
0.000307,0.001862,0.007049,0.004776,0.001464,0.008300
0.000121,0.001922,0.007190,0.004693,0.001547,0.008400
-0.000064,0.001985,0.007327,0.004606,0.001635,0.008500
-0.000247,0.002051,0.007462,0.004515,0.001726,0.008600
-0.000430,0.002119,0.007593,0.004420,0.001820,0.008700
-0.000610,0.002189,0.007721,0.004321,0.001919,0.008800
-0.000789,0.002262,0.007845,0.004219,0.002021,0.008900
-0.000967,0.002336,0.007966,0.004113,0.002127,0.009000
-0.001142,0.002413,0.008084,0.004004,0.002237,0.009100
-0.001315,0.002491,0.008199,0.003891,0.002350,0.009200
-0.001486,0.002571,0.008310,0.003774,0.002466,0.009300
-0.001654,0.002652,0.008417,0.003655,0.002585,0.009400
-0.001820,0.002734,0.008521,0.003533,0.002708,0.009500
-0.001983,0.002817,0.008622,0.003408,0.002833,0.009600
-0.002143,0.002901,0.008719,0.003280,0.002960,0.009700
-0.002300,0.002986,0.008812,0.003151,0.003090,0.009800
-0.002454,0.003071,0.008902,0.003019,0.003222,0.009900
-0.002604,0.003156,0.008989,0.002885,0.003355,0.010000
-0.002751,0.003242,0.009072,0.002750,0.003490,0.010100
-0.002895,0.003327,0.009151,0.002614,0.003627,0.010200
-0.003035,0.003412,0.009227,0.002477,0.003763,0.010300
-0.003171,0.003496,0.009300,0.002340,0.003901,0.010400
-0.003302,0.003580,0.009368,0.002203,0.004038,0.010500
-0.003430,0.003663,0.009434,0.002066,0.004175,0.010600
-0.003554,0.003745,0.009496,0.001930,0.004311,0.010700
-0.003673,0.003825,0.009555,0.001795,0.004446,0.010800
-0.003787,0.003904,0.009610,0.001662,0.004579,0.010900
-0.003897,0.003982,0.009661,0.001531,0.004710,0.011000
-0.004002,0.004058,0.009710,0.001402,0.004838,0.011100
-0.004102,0.004131,0.009754,0.001277,0.004964,0.011200
-0.004198,0.004203,0.009796,0.001155,0.005085,0.011300
-0.004288,0.004273,0.009834,0.001038,0.005203,0.011400
-0.004373,0.004340,0.009869,0.000924,0.005317,0.011500
-0.004453,0.004404,0.009900,0.000816,0.005425,0.011600
-0.004527,0.004466,0.009928,0.000713,0.005528,0.011700
-0.004597,0.004525,0.009953,0.000616,0.005625,0.011800
-0.004660,0.004581,0.009975,0.000525,0.005716,0.011900
-0.004718,0.004634,0.009993,0.000440,0.005801,0.012000
-0.004771,0.004684,0.010008,0.000363,0.005878,0.012100
-0.004817,0.004730,0.010020,0.000293,0.005948,0.012200
-0.004858,0.004773,0.010028,0.000230,0.006011,0.012300
-0.004893,0.004813,0.010034,0.000176,0.006065,0.012400
-0.004923,0.004849,0.010036,0.000130,0.006111,0.012500
-0.004946,0.004881,0.010035,0.000093,0.006149,0.012600
-0.004964,0.004910,0.010032,0.000064,0.006177,0.012700
-0.004975,0.004934,0.010025,0.000044,0.006197,0.012800
-0.004981,0.004955,0.010015,0.000034,0.006207,0.012900
-0.004981,0.004972,0.010002,0.000032,0.006209,0.013000
-0.004974,0.004985,0.009985,0.000040,0.006201,0.013100
-0.004962,0.004994,0.009966,0.000058,0.006183,0.013200
-0.004943,0.004999,0.009944,0.000085,0.006157,0.013300
-0.004919,0.005000,0.009919,0.000121,0.006121,0.013400
-0.004889,0.004997,0.009891,0.000166,0.006075,0.013500
-0.004853,0.004990,0.009860,0.000220,0.006021,0.013600
-0.004810,0.004979,0.009826,0.000283,0.005958,0.013700
-0.004762,0.004964,0.009789,0.000355,0.005886,0.013800
-0.004708,0.004945,0.009750,0.000436,0.005805,0.013900
-0.004648,0.004922,0.009707,0.000525,0.005716,0.014000
-0.004583,0.004895,0.009661,0.000621,0.005620,0.014100
-0.004512,0.004865,0.009613,0.000726,0.005516,0.014200
-0.004435,0.004831,0.009562,0.000837,0.005404,0.014300
-0.004352,0.004793,0.009508,0.000955,0.005286,0.014400
-0.004264,0.004752,0.009451,0.001080,0.005161,0.014500
-0.004171,0.004707,0.009391,0.001210,0.005031,0.014600
-0.004072,0.004659,0.009328,0.001346,0.004895,0.014700
-0.003968,0.004607,0.009263,0.001487,0.004754,0.014800
-0.003859,0.004553,0.009195,0.001632,0.004609,0.014900
-0.003745,0.004495,0.009124,0.001781,0.004460,0.015000
-0.003626,0.004435,0.009050,0.001933,0.004307,0.015100
-0.003501,0.004371,0.008973,0.002089,0.004152,0.015200
-0.003373,0.004305,0.008894,0.002246,0.003995,0.015300
-0.003239,0.004237,0.008812,0.002405,0.003836,0.015400
-0.003101,0.004166,0.008727,0.002565,0.003676,0.015500
-0.002959,0.004093,0.008640,0.002725,0.003515,0.015600
-0.002812,0.004019,0.008549,0.002886,0.003355,0.015700
-0.002662,0.003942,0.008456,0.003046,0.003195,0.015800
-0.002507,0.003864,0.008360,0.003204,0.003036,0.015900
-0.002349,0.003784,0.008262,0.003362,0.002879,0.016000
-0.002186,0.003702,0.008161,0.003517,0.002724,0.016100
-0.002021,0.003620,0.008057,0.003669,0.002571,0.016200
-0.001852,0.003537,0.007950,0.003818,0.002422,0.016300
-0.001679,0.003453,0.007841,0.003964,0.002276,0.016400
-0.001504,0.003368,0.007729,0.004106,0.002135,0.016500
-0.001325,0.003283,0.007615,0.004243,0.001997,0.016600
-0.001144,0.003197,0.007497,0.004376,0.001864,0.016700
-0.000960,0.003112,0.007378,0.004504,0.001737,0.016800
-0.000774,0.003027,0.007256,0.004626,0.001614,0.016900
-0.000586,0.002942,0.007131,0.004743,0.001497,0.017000
-0.000395,0.002858,0.007003,0.004854,0.001386,0.017100
-0.000202,0.002774,0.006874,0.004959,0.001282,0.017200
-0.000008,0.002691,0.006741,0.005057,0.001183,0.017300
0.000188,0.002610,0.006607,0.005150,0.001090,0.017400
0.000385,0.002529,0.006469,0.005236,0.001005,0.017500
0.000584,0.002450,0.006330,0.005315,0.000925,0.017600
0.000784,0.002373,0.006188,0.005387,0.000853,0.017700
0.000985,0.002297,0.006044,0.005453,0.000787,0.017800
0.001187,0.002224,0.005898,0.005513,0.000728,0.017900
0.001389,0.002152,0.005749,0.005565,0.000675,0.018000
0.001592,0.002083,0.005598,0.005611,0.000629,0.018100
0.001795,0.002016,0.005445,0.005651,0.000590,0.018200
0.001998,0.001952,0.005290,0.005684,0.000557,0.018300
0.002201,0.001891,0.005133,0.005710,0.000530,0.018400
0.002404,0.001832,0.004974,0.005731,0.000509,0.018500
0.002606,0.001776,0.004814,0.005745,0.000495,0.018600
0.002809,0.001724,0.004651,0.005754,0.000487,0.018700
0.003010,0.001674,0.004487,0.005756,0.000484,0.018800
0.003211,0.001628,0.004320,0.005753,0.000487,0.018900
0.003410,0.001586,0.004153,0.005745,0.000495,0.019000
0.003609,0.001547,0.003983,0.005732,0.000509,0.019100
0.003806,0.001511,0.003813,0.005713,0.000527,0.019200
0.004002,0.001480,0.003641,0.005689,0.000551,0.019300
0.004197,0.001452,0.003467,0.005661,0.000579,0.019400
0.004389,0.001427,0.003293,0.005629,0.000612,0.019500
0.004580,0.001407,0.003117,0.005592,0.000649,0.019600
0.004770,0.001391,0.002940,0.005550,0.000690,0.019700
0.004957,0.001378,0.002762,0.005505,0.000735,0.019800
0.005142,0.001370,0.002584,0.005457,0.000784,0.019900
0.005324,0.001365,0.002404,0.005404,0.000836,0.020000
0.005504,0.001365,0.002225,0.005348,0.000892,0.020100
0.005682,0.001368,0.002044,0.005289,0.000952,0.020200
0.005857,0.001376,0.001863,0.005226,0.001015,0.020300
0.006030,0.001388,0.001682,0.005160,0.001080,0.020400
0.006199,0.001403,0.001501,0.005091,0.001149,0.020500
0.006366,0.001423,0.001319,0.005020,0.001221,0.020600
0.006530,0.001446,0.001138,0.004945,0.001295,0.020700
0.006691,0.001473,0.000957,0.004868,0.001373,0.020800
0.006848,0.001504,0.000776,0.004788,0.001453,0.020900
0.007003,0.001539,0.000596,0.004705,0.001535,0.021000
0.007154,0.001577,0.000416,0.004620,0.001620,0.021100
0.007302,0.001619,0.000237,0.004533,0.001708,0.021200
0.007446,0.001664,0.000059,0.004443,0.001798,0.021300
0.007587,0.001712,-0.000119,0.004350,0.001890,0.021400
0.007724,0.001764,-0.000295,0.004255,0.001985,0.021500
0.007858,0.001819,-0.000470,0.004158,0.002082,0.021600
0.007988,0.001877,-0.000643,0.004059,0.002182,0.021700
0.008114,0.001938,-0.000815,0.003957,0.002283,0.021800
0.008237,0.002002,-0.000986,0.003854,0.002387,0.021900
0.008356,0.002068,-0.001154,0.003748,0.002492,0.022000
0.008471,0.002137,-0.001321,0.003640,0.002600,0.022100
0.008582,0.002208,-0.001486,0.003531,0.002710,0.022200
0.008690,0.002281,-0.001648,0.003419,0.002821,0.022300
0.008793,0.002356,-0.001808,0.003306,0.002935,0.022400
0.008893,0.002433,-0.001966,0.003191,0.003050,0.022500
0.008989,0.002511,-0.002120,0.003075,0.003166,0.022600
0.009081,0.002591,-0.002272,0.002957,0.003284,0.022700
0.009169,0.002673,-0.002422,0.002838,0.003403,0.022800
0.009253,0.002755,-0.002568,0.002718,0.003523,0.022900
0.009333,0.002839,-0.002710,0.002597,0.003643,0.023000
0.009409,0.002923,-0.002850,0.002476,0.003765,0.023100
0.009482,0.003008,-0.002986,0.002354,0.003886,0.023200
0.009550,0.003093,-0.003118,0.002232,0.004008,0.023300
0.009615,0.003178,-0.003247,0.002111,0.004130,0.023400
0.009675,0.003264,-0.003372,0.001990,0.004251,0.023500
0.009732,0.003349,-0.003493,0.001869,0.004372,0.023600
0.009785,0.003434,-0.003609,0.001750,0.004491,0.023700
0.009835,0.003518,-0.003722,0.001632,0.004609,0.023800
0.009880,0.003601,-0.003830,0.001515,0.004726,0.023900
0.009922,0.003684,-0.003934,0.001401,0.004840,0.024000
0.009959,0.003766,-0.004033,0.001289,0.004952,0.024100
0.009993,0.003846,-0.004127,0.001180,0.005061,0.024200
0.010024,0.003924,-0.004216,0.001074,0.005167,0.024300
0.010051,0.004002,-0.004301,0.000972,0.005269,0.024400
0.010074,0.004077,-0.004381,0.000874,0.005367,0.024500
0.010093,0.004150,-0.004455,0.000780,0.005461,0.024600
0.010109,0.004221,-0.004525,0.000691,0.005550,0.024700
0.010121,0.004290,-0.004589,0.000607,0.005634,0.024800
0.010130,0.004357,-0.004647,0.000529,0.005712,0.024900
0.010136,0.004421,-0.004701,0.000456,0.005785,0.025000
0.010138,0.004482,-0.004749,0.000390,0.005851,0.025100
0.010136,0.004540,-0.004791,0.000330,0.005911,0.025200
0.010131,0.004595,-0.004827,0.000278,0.005963,0.025300
0.010123,0.004647,-0.004858,0.000232,0.006009,0.025400
0.010112,0.004696,-0.004884,0.000195,0.006047,0.025500
0.010097,0.004742,-0.004903,0.000165,0.006077,0.025600
0.010079,0.004784,-0.004917,0.000143,0.006098,0.025700
0.010058,0.004823,-0.004925,0.000129,0.006112,0.025800
0.010033,0.004858,-0.004927,0.000124,0.006117,0.025900
0.010006,0.004889,-0.004923,0.000127,0.006114,0.026000
0.009976,0.004916,-0.004913,0.000139,0.006102,0.026100
0.009942,0.004940,-0.004897,0.000160,0.006081,0.026200
0.009905,0.004960,-0.004875,0.000190,0.006051,0.026300
0.009866,0.004976,-0.004848,0.000229,0.006012,0.026400
0.009823,0.004988,-0.004814,0.000277,0.005965,0.026500
0.009778,0.004996,-0.004775,0.000333,0.005908,0.026600
0.009730,0.005000,-0.004729,0.000398,0.005843,0.026700
0.009679,0.004999,-0.004678,0.000472,0.005769,0.026800
0.009625,0.004995,-0.004621,0.000554,0.005687,0.026900
0.009568,0.004987,-0.004558,0.000644,0.005597,0.027000
0.009508,0.004975,-0.004490,0.000742,0.005499,0.027100
0.009446,0.004959,-0.004416,0.000848,0.005393,0.027200
0.009381,0.004939,-0.004336,0.000961,0.005280,0.027300
0.009314,0.004915,-0.004250,0.001081,0.005160,0.027400
0.009243,0.004888,-0.004159,0.001207,0.005034,0.027500
0.009171,0.004856,-0.004063,0.001340,0.004901,0.027600
0.009095,0.004821,-0.003961,0.001478,0.004763,0.027700
0.009017,0.004783,-0.003854,0.001622,0.004619,0.027800
0.008936,0.004740,-0.003741,0.001770,0.004471,0.027900
0.008853,0.004695,-0.003624,0.001922,0.004319,0.028000
0.008768,0.004646,-0.003502,0.002078,0.004163,0.028100
0.008680,0.004593,-0.003374,0.002237,0.004003,0.028200
0.008589,0.004538,-0.003242,0.002399,0.003842,0.028300
0.008496,0.004480,-0.003105,0.002563,0.003678,0.028400
0.008401,0.004418,-0.002964,0.002728,0.003513,0.028500
0.008303,0.004354,-0.002818,0.002894,0.003347,0.028600
0.008202,0.004288,-0.002668,0.003060,0.003181,0.028700
0.008100,0.004219,-0.002514,0.003225,0.003015,0.028800
0.007995,0.004148,-0.002355,0.003390,0.002850,0.028900
0.007888,0.004074,-0.002193,0.003553,0.002687,0.029000
0.007778,0.003999,-0.002027,0.003714,0.002526,0.029100
0.007666,0.003922,-0.001857,0.003873,0.002368,0.029200
0.007552,0.003843,-0.001684,0.004028,0.002212,0.029300
0.007436,0.003763,-0.001507,0.004180,0.002060,0.029400
0.007318,0.003681,-0.001328,0.004327,0.001913,0.029500
0.007197,0.003599,-0.001145,0.004470,0.001770,0.029600
0.007074,0.003515,-0.000959,0.004608,0.001632,0.029700
0.006949,0.003431,-0.000771,0.004741,0.001500,0.029800
0.006822,0.003346,-0.000580,0.004867,0.001373,0.029900
0.006693,0.003261,-0.000387,0.004988,0.001253,0.030000
0.006562,0.003175,-0.000192,0.005102,0.001139,0.030100
0.006428,0.003090,0.000006,0.005209,0.001031,0.030200
0.006293,0.003005,0.000205,0.005309,0.000931,0.030300
0.006156,0.002920,0.000406,0.005402,0.000838,0.030400
0.006016,0.002836,0.000608,0.005487,0.000753,0.030500
0.005875,0.002752,0.000812,0.005565,0.000675,0.030600
0.005732,0.002670,0.001017,0.005636,0.000605,0.030700
0.005587,0.002589,0.001223,0.005698,0.000542,0.030800
0.005441,0.002509,0.001430,0.005753,0.000487,0.030900
0.005292,0.002430,0.001637,0.005800,0.000440,0.031000
0.005142,0.002353,0.001845,0.005839,0.000401,0.031100
0.004990,0.002278,0.002053,0.005870,0.000370,0.031200
0.004837,0.002205,0.002262,0.005894,0.000346,0.031300
0.004681,0.002134,0.002470,0.005911,0.000330,0.031400
0.004525,0.002066,0.002678,0.005919,0.000321,0.031500
0.004367,0.001999,0.002886,0.005921,0.000319,0.031600
0.004207,0.001936,0.003093,0.005916,0.000324,0.031700
0.004046,0.001875,0.003300,0.005904,0.000337,0.031800
0.003884,0.001817,0.003505,0.005885,0.000356,0.031900
0.003721,0.001762,0.003710,0.005859,0.000381,0.032000
0.003556,0.001711,0.003913,0.005828,0.000412,0.032100
0.003390,0.001662,0.004115,0.005791,0.000450,0.032200
0.003224,0.001617,0.004316,0.005748,0.000493,0.032300
0.003056,0.001575,0.004515,0.005699,0.000541,0.032400
0.002887,0.001537,0.004712,0.005646,0.000594,0.032500
0.002718,0.001503,0.004908,0.005588,0.000653,0.032600
0.002548,0.001472,0.005101,0.005525,0.000715,0.032700
0.002377,0.001445,0.005292,0.005458,0.000782,0.032800
0.002205,0.001422,0.005481,0.005387,0.000853,0.032900
0.002033,0.001402,0.005667,0.005312,0.000928,0.033000
0.001861,0.001387,0.005851,0.005234,0.001006,0.033100
0.001689,0.001376,0.006032,0.005153,0.001088,0.033200
