q1,q2,q3,U_kin,U_pot,time
-0.003525,0.004985,0.008536,0.001995,0.004246,0.066600
-0.003417,0.004994,0.008422,0.002122,0.004119,0.066700
-0.003304,0.004999,0.008305,0.002253,0.003988,0.066800
-0.003186,0.005000,0.008187,0.002388,0.003853,0.066900
-0.003063,0.004997,0.008066,0.002527,0.003714,0.067000
-0.002936,0.004989,0.007944,0.002669,0.003572,0.067100
-0.002803,0.004978,0.007819,0.002814,0.003426,0.067200
-0.002666,0.004963,0.007694,0.002962,0.003278,0.067300
-0.002524,0.004944,0.007566,0.003113,0.003128,0.067400
-0.002378,0.004921,0.007437,0.003265,0.002976,0.067500
-0.002227,0.004894,0.007306,0.003418,0.002823,0.067600
-0.002072,0.004864,0.007174,0.003572,0.002669,0.067700
-0.001913,0.004829,0.007041,0.003727,0.002514,0.067800
-0.001750,0.004792,0.006906,0.003881,0.002360,0.067900
-0.001583,0.004750,0.006770,0.004034,0.002206,0.068000
-0.001412,0.004705,0.006633,0.004187,0.002054,0.068100
-0.001237,0.004657,0.006494,0.004337,0.001903,0.068200
-0.001059,0.004605,0.006355,0.004486,0.001755,0.068300
-0.000877,0.004551,0.006214,0.004631,0.001609,0.068400
-0.000692,0.004493,0.006073,0.004773,0.001467,0.068500
-0.000504,0.004432,0.005930,0.004912,0.001329,0.068600
-0.000313,0.004369,0.005787,0.005045,0.001195,0.068700
-0.000119,0.004303,0.005642,0.005174,0.001066,0.068800
0.000077,0.004235,0.005497,0.005298,0.000943,0.068900
0.000276,0.004164,0.005352,0.005415,0.000825,0.069000
0.000478,0.004091,0.005205,0.005526,0.000714,0.069100
0.000681,0.004016,0.005058,0.005631,0.000610,0.069200
0.000887,0.003939,0.004910,0.005728,0.000512,0.069300
0.001094,0.003861,0.004761,0.005817,0.000423,0.069400
0.001303,0.003781,0.004612,0.005899,0.000341,0.069500
0.001513,0.003700,0.004463,0.005972,0.000268,0.069600
0.001725,0.003617,0.004313,0.006037,0.000203,0.069700
0.001938,0.003534,0.004163,0.006093,0.000147,0.069800
0.002152,0.003450,0.004012,0.006140,0.000100,0.069900
0.002367,0.003365,0.003861,0.006178,0.000062,0.070000
0.002582,0.003280,0.003709,0.006207,0.000034,0.070100
0.002798,0.003194,0.003558,0.006226,0.000014,0.070200
0.003014,0.003109,0.003406,0.006235,0.000005,0.070300
0.003230,0.003024,0.003254,0.006235,0.000005,0.070400
0.003446,0.002939,0.003101,0.006226,0.000014,0.070500
0.003661,0.002855,0.002949,0.006207,0.000033,0.070600
0.003876,0.002771,0.002797,0.006179,0.000061,0.070700
0.004091,0.002688,0.002644,0.006142,0.000098,0.070800
0.004304,0.002607,0.002492,0.006095,0.000145,0.070900
0.004517,0.002526,0.002340,0.006040,0.000200,0.071000
0.004728,0.002448,0.002188,0.005977,0.000263,0.071100
0.004938,0.002370,0.002036,0.005905,0.000335,0.071200
0.005147,0.002295,0.001884,0.005826,0.000415,0.071300
0.005354,0.002221,0.001732,0.005738,0.000502,0.071400
0.005559,0.002150,0.001581,0.005644,0.000596,0.071500
0.005761,0.002081,0.001430,0.005543,0.000698,0.071600
0.005962,0.002014,0.001280,0.005435,0.000805,0.071700
0.006160,0.001950,0.001130,0.005322,0.000919,0.071800
0.006356,0.001889,0.000980,0.005203,0.001038,0.071900
0.006549,0.001830,0.000831,0.005079,0.001162,0.072000
0.006739,0.001774,0.000683,0.004950,0.001290,0.072100
0.006926,0.001722,0.000535,0.004818,0.001423,0.072200
0.007110,0.001673,0.000388,0.004682,0.001559,0.072300
0.007291,0.001627,0.000241,0.004543,0.001698,0.072400
0.007468,0.001584,0.000096,0.004401,0.001839,0.072500
0.007642,0.001546,-0.000049,0.004258,0.001983,0.072600
0.007812,0.001510,-0.000192,0.004113,0.002128,0.072700
0.007978,0.001479,-0.000335,0.003967,0.002274,0.072800
0.008141,0.001451,-0.000476,0.003821,0.002420,0.072900
0.008299,0.001427,-0.000617,0.003674,0.002567,0.073000
0.008453,0.001406,-0.000756,0.003528,0.002713,0.073100
0.008603,0.001390,-0.000893,0.003383,0.002858,0.073200
0.008749,0.001378,-0.001030,0.003238,0.003002,0.073300
0.008890,0.001370,-0.001165,0.003096,0.003145,0.073400
0.009027,0.001365,-0.001298,0.002956,0.003285,0.073500
0.009159,0.001365,-0.001430,0.002818,0.003423,0.073600
0.009286,0.001369,-0.001560,0.002682,0.003558,0.073700
0.009409,0.001376,-0.001689,0.002550,0.003691,0.073800
0.009527,0.001388,-0.001815,0.002421,0.003819,0.073900
0.009640,0.001404,-0.001940,0.002296,0.003945,0.074000
0.009747,0.001423,-0.002062,0.002175,0.004066,0.074100
0.009850,0.001447,-0.002183,0.002057,0.004184,0.074200
0.009948,0.001474,-0.002301,0.001944,0.004297,0.074300
0.010041,0.001505,-0.002417,0.001835,0.004406,0.074400
0.010128,0.001540,-0.002531,0.001730,0.004510,0.074500
0.010211,0.001578,-0.002642,0.001631,0.004610,0.074600
0.010288,0.001620,-0.002751,0.001536,0.004705,0.074700
0.010360,0.001665,-0.002857,0.001445,0.004796,0.074800
0.010427,0.001714,-0.002960,0.001360,0.004881,0.074900
0.010488,0.001766,-0.003061,0.001279,0.004962,0.075000
0.010545,0.001821,-0.003158,0.001203,0.005038,0.075100
0.010596,0.001879,-0.003253,0.001132,0.005108,0.075200
0.010641,0.001940,-0.003344,0.001066,0.005175,0.075300
0.010682,0.002004,-0.003433,0.001005,0.005236,0.075400
0.010717,0.002070,-0.003518,0.000949,0.005292,0.075500
0.010747,0.002139,-0.003599,0.000897,0.005344,0.075600
0.010772,0.002210,-0.003678,0.000850,0.005391,0.075700
0.010792,0.002283,-0.003752,0.000807,0.005434,0.075800
0.010806,0.002358,-0.003823,0.000769,0.005472,0.075900
0.010816,0.002435,-0.003891,0.000736,0.005505,0.076000
0.010820,0.002514,-0.003954,0.000707,0.005534,0.076100
0.010820,0.002594,-0.004014,0.000682,0.005559,0.076200
0.010814,0.002676,-0.004070,0.000662,0.005579,0.076300
0.010804,0.002758,-0.004121,0.000646,0.005595,0.076400
0.010789,0.002842,-0.004169,0.000634,0.005607,0.076500
0.010769,0.002926,-0.004212,0.000626,0.005615,0.076600
0.010744,0.003011,-0.004251,0.000622,0.005619,0.076700
0.010715,0.003096,-0.004285,0.000622,0.005618,0.076800
0.010681,0.003181,-0.004315,0.000627,0.005614,0.076900
0.010642,0.003267,-0.004341,0.000635,0.005606,0.077000
0.010599,0.003352,-0.004362,0.000647,0.005594,0.077100
0.010552,0.003437,-0.004378,0.000664,0.005577,0.077200
0.010500,0.003521,-0.004390,0.000684,0.005557,0.077300
0.010445,0.003604,-0.004397,0.000708,0.005533,0.077400
0.010385,0.003687,-0.004399,0.000737,0.005504,0.077500
0.010321,0.003768,-0.004396,0.000769,0.005472,0.077600
0.010253,0.003848,-0.004388,0.000805,0.005435,0.077700
0.010181,0.003927,-0.004376,0.000846,0.005395,0.077800
0.010106,0.004004,-0.004358,0.000891,0.005350,0.077900
0.010026,0.004079,-0.004335,0.000940,0.005301,0.078000
0.009944,0.004153,-0.004308,0.000993,0.005248,0.078100
0.009857,0.004224,-0.004275,0.001050,0.005191,0.078200
0.009768,0.004293,-0.004237,0.001112,0.005129,0.078300
0.009675,0.004359,-0.004194,0.001178,0.005063,0.078400
0.009579,0.004423,-0.004145,0.001248,0.004993,0.078500
0.009479,0.004484,-0.004092,0.001323,0.004918,0.078600
0.009377,0.004542,-0.004033,0.001402,0.004839,0.078700
0.009272,0.004597,-0.003969,0.001486,0.004755,0.078800
0.009164,0.004649,-0.003901,0.001573,0.004667,0.078900
0.009053,0.004698,-0.003826,0.001666,0.004575,0.079000
0.008940,0.004743,-0.003747,0.001762,0.004479,0.079100
0.008824,0.004785,-0.003663,0.001863,0.004378,0.079200
0.008706,0.004824,-0.003573,0.001968,0.004273,0.079300
0.008585,0.004859,-0.003479,0.002077,0.004164,0.079400
0.008462,0.004890,-0.003380,0.002189,0.004052,0.079500
0.008337,0.004917,-0.003275,0.002306,0.003935,0.079600
0.008210,0.004941,-0.003166,0.002426,0.003815,0.079700
0.008081,0.004960,-0.003051,0.002550,0.003691,0.079800
0.007950,0.004976,-0.002932,0.002676,0.003564,0.079900
0.007817,0.004988,-0.002808,0.002806,0.003435,0.080000
0.007683,0.004996,-0.002680,0.002939,0.003302,0.080100
0.007547,0.005000,-0.002547,0.003074,0.003167,0.080200
0.007409,0.004999,-0.002409,0.003211,0.003030,0.080300
0.007270,0.004995,-0.002267,0.003349,0.002891,0.080400
0.007130,0.004987,-0.002120,0.003489,0.002751,0.080500
0.006988,0.004975,-0.001969,0.003631,0.002610,0.080600
0.006845,0.004959,-0.001814,0.003773,0.002468,0.080700
0.006701,0.004939,-0.001655,0.003915,0.002326,0.080800
0.006556,0.004915,-0.001492,0.004057,0.002184,0.080900
0.006410,0.004887,-0.001325,0.004198,0.002042,0.081000
0.006263,0.004855,-0.001154,0.004338,0.001902,0.081100
0.006115,0.004820,-0.000980,0.004477,0.001763,0.081200
0.005967,0.004781,-0.000802,0.004614,0.001627,0.081300
0.005817,0.004739,-0.000621,0.004748,0.001492,0.081400
0.005667,0.004693,-0.000437,0.004879,0.001361,0.081500
0.005517,0.004644,-0.000249,0.005007,0.001233,0.081600
0.005365,0.004592,-0.000059,0.005131,0.001110,0.081700
0.005214,0.004536,0.000134,0.005250,0.000990,0.081800
0.005062,0.004478,0.000330,0.005364,0.000876,0.081900
0.004910,0.004416,0.000529,0.005474,0.000767,0.082000
0.004757,0.004352,0.000729,0.005577,0.000663,0.082100
0.004604,0.004286,0.000932,0.005674,0.000566,0.082200
0.004451,0.004217,0.001137,0.005764,0.000476,0.082300
0.004298,0.004145,0.001344,0.005847,0.000393,0.082400
0.004144,0.004072,0.001552,0.005923,0.000317,0.082500
0.003991,0.003996,0.001762,0.005991,0.000249,0.082600
0.003838,0.003919,0.001974,0.006051,0.000189,0.082700
0.003684,0.003840,0.002186,0.006102,0.000138,0.082800
0.003531,0.003760,0.002400,0.006145,0.000095,0.082900
0.003378,0.003678,0.002614,0.006179,0.000061,0.083000
0.003225,0.003596,0.002829,0.006204,0.000036,0.083100
0.003073,0.003512,0.003044,0.006219,0.000021,0.083200
0.002920,0.003428,0.003260,0.006226,0.000014,0.083300
0.002768,0.003343,0.003476,0.006223,0.000017,0.083400
0.002616,0.003258,0.003692,0.006210,0.000030,0.083500
0.002465,0.003172,0.003907,0.006188,0.000052,0.083600
0.002314,0.003087,0.004122,0.006157,0.000083,0.083700
0.002164,0.003002,0.004336,0.006116,0.000124,0.083800
0.002014,0.002917,0.004550,0.006066,0.000174,0.083900
0.001864,0.002833,0.004763,0.006007,0.000233,0.084000
0.001715,0.002750,0.004974,0.005940,0.000300,0.084100
0.001567,0.002667,0.005184,0.005863,0.000377,0.084200
0.001420,0.002586,0.005393,0.005779,0.000461,0.084300
0.001273,0.002506,0.005600,0.005686,0.000554,0.084400
0.001127,0.002427,0.005805,0.005586,0.000654,0.084500
0.000981,0.002351,0.006008,0.005479,0.000761,0.084600
0.000837,0.002276,0.006208,0.005365,0.000876,0.084700
0.000693,0.002203,0.006407,0.005244,0.000996,0.084800
0.000550,0.002132,0.006603,0.005117,0.001123,0.084900
0.000409,0.002063,0.006796,0.004985,0.001255,0.085000
0.000268,0.001997,0.006986,0.004848,0.001392,0.085100
0.000128,0.001934,0.007174,0.004707,0.001534,0.085200
-0.000010,0.001873,0.007358,0.004561,0.001679,0.085300
-0.000148,0.001815,0.007539,0.004412,0.001828,0.085400
-0.000284,0.001761,0.007716,0.004261,0.001980,0.085500
-0.000419,0.001709,0.007890,0.004107,0.002134,0.085600
-0.000553,0.001661,0.008060,0.003951,0.002290,0.085700
-0.000686,0.001616,0.008226,0.003794,0.002447,0.085800
-0.000817,0.001574,0.008389,0.003636,0.002604,0.085900
-0.000946,0.001536,0.008547,0.003479,0.002762,0.086000
-0.001075,0.001502,0.008701,0.003321,0.002919,0.086100
-0.001201,0.001471,0.008851,0.003165,0.003076,0.086200
-0.001326,0.001444,0.008996,0.003010,0.003231,0.086300
-0.001450,0.001421,0.009136,0.002857,0.003384,0.086400
-0.001571,0.001402,0.009272,0.002707,0.003534,0.086500
-0.001691,0.001387,0.009404,0.002559,0.003682,0.086600
-0.001809,0.001375,0.009530,0.002414,0.003827,0.086700
-0.001925,0.001368,0.009652,0.002273,0.003967,0.086800
-0.002039,0.001365,0.009768,0.002137,0.004104,0.086900
-0.002151,0.001366,0.009880,0.002004,0.004237,0.087000
-0.002261,0.001370,0.009986,0.001876,0.004365,0.087100
-0.002369,0.001379,0.010087,0.001754,0.004487,0.087200
-0.002474,0.001392,0.010183,0.001636,0.004605,0.087300
-0.002577,0.001408,0.010273,0.001524,0.004717,0.087400
-0.002678,0.001429,0.010359,0.001417,0.004824,0.087500
-0.002776,0.001453,0.010439,0.001317,0.004924,0.087600
-0.002872,0.001482,0.010513,0.001222,0.005019,0.087700
-0.002965,0.001514,0.010582,0.001133,0.005108,0.087800
-0.003055,0.001549,0.010646,0.001051,0.005190,0.087900
-0.003143,0.001589,0.010704,0.000975,0.005266,0.088000
-0.003228,0.001631,0.010756,0.000905,0.005336,0.088100
-0.003309,0.001678,0.010804,0.000841,0.005400,0.088200
-0.003388,0.001727,0.010845,0.000783,0.005458,0.088300
-0.003464,0.001780,0.010881,0.000732,0.005509,0.088400
-0.003537,0.001836,0.010912,0.000687,0.005554,0.088500
-0.003606,0.001895,0.010937,0.000648,0.005593,0.088600
-0.003672,0.001956,0.010957,0.000615,0.005626,0.088700
-0.003735,0.002021,0.010971,0.000587,0.005654,0.088800
-0.003794,0.002088,0.010980,0.000566,0.005675,0.088900
-0.003850,0.002157,0.010984,0.000550,0.005691,0.089000
-0.003902,0.002229,0.010982,0.000539,0.005702,0.089100
-0.003950,0.002302,0.010975,0.000534,0.005707,0.089200
-0.003994,0.002378,0.010963,0.000534,0.005707,0.089300
-0.004035,0.002456,0.010945,0.000539,0.005702,0.089400
-0.004072,0.002535,0.010923,0.000549,0.005692,0.089500
-0.004105,0.002615,0.010895,0.000563,0.005678,0.089600
-0.004134,0.002697,0.010863,0.000582,0.005659,0.089700
-0.004158,0.002780,0.010825,0.000606,0.005635,0.089800
-0.004179,0.002863,0.010783,0.000633,0.005608,0.089900
-0.004195,0.002948,0.010736,0.000665,0.005576,0.090000
-0.004207,0.003033,0.010684,0.000701,0.005540,0.090100
-0.004215,0.003118,0.010628,0.000741,0.005500,0.090200
-0.004218,0.003203,0.010567,0.000784,0.005457,0.090300
-0.004216,0.003289,0.010501,0.000831,0.005410,0.090400
-0.004211,0.003374,0.010432,0.000882,0.005359,0.090500
-0.004200,0.003458,0.010358,0.000936,0.005305,0.090600
-0.004185,0.003542,0.010279,0.000993,0.005248,0.090700
-0.004166,0.003626,0.010197,0.001054,0.005187,0.090800
-0.004141,0.003708,0.010111,0.001117,0.005123,0.090900
-0.004112,0.003789,0.010021,0.001184,0.005056,0.091000
-0.004078,0.003869,0.009928,0.001254,0.004986,0.091100
-0.004040,0.003947,0.009830,0.001328,0.004913,0.091200
-0.003996,0.004024,0.009729,0.001404,0.004837,0.091300
-0.003948,0.004099,0.009625,0.001483,0.004758,0.091400
-0.003895,0.004171,0.009517,0.001565,0.004676,0.091500
-0.003837,0.004242,0.009406,0.001650,0.004591,0.091600
-0.003774,0.004310,0.009292,0.001738,0.004503,0.091700
-0.003707,0.004376,0.009175,0.001829,0.004412,0.091800
-0.003634,0.004439,0.009055,0.001923,0.004318,0.091900
-0.003557,0.004499,0.008933,0.002019,0.004222,0.092000
-0.003474,0.004556,0.008807,0.002118,0.004122,0.092100
-0.003387,0.004611,0.008679,0.002220,0.004020,0.092200
-0.003295,0.004662,0.008549,0.002325,0.003916,0.092300
-0.003199,0.004710,0.008416,0.002432,0.003809,0.092400
-0.003097,0.004755,0.008281,0.002542,0.003699,0.092500
-0.002991,0.004796,0.008144,0.002654,0.003587,0.092600
-0.002880,0.004833,0.008005,0.002768,0.003473,0.092700
-0.002765,0.004867,0.007864,0.002884,0.003357,0.092800
-0.002644,0.004897,0.007721,0.003003,0.003238,0.092900
-0.002520,0.004924,0.007577,0.003123,0.003118,0.093000
-0.002391,0.004946,0.007431,0.003245,0.002996,0.093100
-0.002257,0.004965,0.007283,0.003368,0.002872,0.093200
-0.002119,0.004980,0.007134,0.003493,0.002748,0.093300
-0.001977,0.004990,0.006984,0.003619,0.002622,0.093400
-0.001830,0.004997,0.006833,0.003745,0.002496,0.093500
-0.001680,0.005000,0.006680,0.003872,0.002369,0.093600
-0.001525,0.004999,0.006526,0.003999,0.002242,0.093700
-0.001367,0.004993,0.006372,0.004126,0.002115,0.093800
-0.001205,0.004984,0.006216,0.004252,0.001988,0.093900
-0.001039,0.004971,0.006060,0.004378,0.001862,0.094000
-0.000869,0.004954,0.005904,0.004503,0.001738,0.094100
-0.000696,0.004933,0.005746,0.004626,0.001615,0.094200
-0.000519,0.004908,0.005589,0.004747,0.001494,0.094300
-0.000339,0.004879,0.005430,0.004866,0.001375,0.094400
-0.000157,0.004847,0.005272,0.004982,0.001259,0.094500
0.000029,0.004810,0.005113,0.005095,0.001146,0.094600
0.000218,0.004771,0.004954,0.005204,0.001036,0.094700
0.000410,0.004727,0.004795,0.005309,0.000931,0.094800
0.000604,0.004681,0.004636,0.005410,0.000830,0.094900
0.000801,0.004631,0.004477,0.005507,0.000734,0.095000
0.001000,0.004577,0.004318,0.005598,0.000643,0.095100
0.001201,0.004521,0.004159,0.005683,0.000557,0.095200
0.001404,0.004462,0.004000,0.005763,0.000478,0.095300
0.001609,0.004400,0.003842,0.005836,0.000405,0.095400
0.001815,0.004335,0.003684,0.005902,0.000338,0.095500
0.002024,0.004268,0.003526,0.005961,0.000279,0.095600
0.002233,0.004198,0.003369,0.006013,0.000227,0.095700
0.002444,0.004126,0.003212,0.006057,0.000183,0.095800
0.002655,0.004052,0.003056,0.006093,0.000147,0.095900
0.002868,0.003976,0.002900,0.006121,0.000119,0.096000
0.003081,0.003899,0.002746,0.006140,0.000100,0.096100
0.003295,0.003820,0.002591,0.006151,0.000089,0.096200
0.003509,0.003739,0.002438,0.006153,0.000087,0.096300
0.003723,0.003657,0.002285,0.006146,0.000094,0.096400
0.003937,0.003574,0.002133,0.006130,0.000110,0.096500
0.004151,0.003490,0.001982,0.006105,0.000135,0.096600
0.004364,0.003406,0.001832,0.006071,0.000170,0.096700
0.004577,0.003321,0.001683,0.006027,0.000213,0.096800
0.004790,0.003236,0.001535,0.005975,0.000265,0.096900
0.005001,0.003150,0.001388,0.005914,0.000326,0.097000
0.005211,0.003065,0.001242,0.005844,0.000396,0.097100
0.005420,0.002980,0.001097,0.005766,0.000474,0.097200
0.005627,0.002895,0.000953,0.005679,0.000561,0.097300
0.005833,0.002811,0.000810,0.005584,0.000656,0.097400
0.006037,0.002728,0.000669,0.005482,0.000758,0.097500
0.006238,0.002646,0.000529,0.005372,0.000868,0.097600
0.006438,0.002565,0.000390,0.005255,0.000985,0.097700
0.006636,0.002485,0.000252,0.005131,0.001109,0.097800
0.006830,0.002407,0.000116,0.005001,0.001239,0.097900
0.007023,0.002331,-0.000019,0.004865,0.001375,0.098000
0.007212,0.002256,-0.000152,0.004724,0.001516,0.098100
0.007398,0.002184,-0.000285,0.004578,0.001662,0.098200
0.007582,0.002114,-0.000415,0.004428,0.001812,0.098300
0.007762,0.002046,-0.000544,0.004274,0.001966,0.098400
0.007938,0.001981,-0.000672,0.004117,0.002123,0.098500
0.008111,0.001918,-0.000797,0.003957,0.002283,0.098600
0.008280,0.001858,-0.000922,0.003795,0.002445,0.098700
0.008446,0.001801,-0.001044,0.003632,0.002609,0.098800
0.008607,0.001747,-0.001165,0.003467,0.002773,0.098900
0.008764,0.001696,-0.001284,0.003303,0.002938,0.099000
0.008917,0.001649,-0.001401,0.003138,0.003102,0.099100
0.009066,0.001604,-0.001517,0.002974,0.003266,0.099200
0.009210,0.001564,-0.001630,0.002812,0.003429,0.099300
0.009350,0.001527,-0.001742,0.002652,0.003589,0.099400
0.009484,0.001493,-0.001852,0.002494,0.003747,0.099500
0.009614,0.001464,-0.001959,0.002339,0.003902,0.099600
0.009739,0.001438,-0.002065,0.002187,0.004054,0.099700
0.009859,0.001416,-0.002169,0.002040,0.004201,0.099800
0.009974,0.001398,-0.002270,0.001896,0.004344,0.099900
